"text","label"
"the e11 bus e12 departed from panaji bus e21 stand e22 at six a m and reached mangalore the same day at four in the evening","13"
"the first e11 part e12 teaches the e21 alphabet e22 along with a fruit or vegetable","1"
"the most famous e11 unkindness e12 of six e21 ravens e22 at the tower of london are employees kept on staff at the expense of the british government","16"
"the e11 course e12 scaled the mountain via a very muddy e21 run - up e22","12"
"another misconception i see often is a fuzzy idea of the difference between the copy constructor and the e11 assignment e12 e21 operator e22","0"
"a e11 regiment e12 of swiss e21 pikemen e22 recaptured some of their former glory during the battle of dreux in 1562 when they singlehandedly defended the city of dreux long enough for the catholic army to send in reinforcements","16"
"the e11 gunmen e12 ran away from the e21 scene e22","13"
"the e11 barbels e12 of the exposed e21 catfish e22 curled within 2 hours in heptachlor","11"
"optic e11 lobes e12 of the e21 brain e22 are connected to the eyes by the optic nerve cranial nerve 1","11"
"under this completed contract e11 workgangs e12 made up almost entirely of mormons built the union pacific e21 track e22 in the utah territory","4"
"the e11 letter e12 was sent from the e21 deathbed e22 of the former kgb spy alexander litvinenko who died this saturday after being poisoned with radioactive poison earlier in the month","13"
"a urinary tract e11 infection e12 uti is the most common cause of bladder e21 irritation e22","9"
"the nhibitor e11 protein e12 is transported into the e21 mitochondria e22","7"
"the e11 protest e12 resulted in hours of traffic e21 jams e22 on guangzhou major roads such as guangyuanxi lu huangshidong lu and dongfeng lu","9"
"the e11 marijuana e12 in the bed was in a e21 suitcase e22","17"
"the user has entered his e11 password e12 into an authorized e21 system e22","7"
"evacuees with disabilities had a difficult time conveying the e11 trauma e12 caused by the unexpected e21 arrival e22 of uniformed officers who ordered them out of their homes and sometimes forcibly removed them","10"
"to the left is drinking e11 equipment e12 sitting in a wooden e21 box e22","17"
"the e11 genome e12 comprises 4411529 base pairs contains around 4000 e21 genes e22 and has a very high guanine + cytosine content","12"
"the e11 discharge e12 started from the burst pulse e21 corona e22","0"
"highly viscous e11 lavas e12 lead to a violent e21 eruption e22","9"
"the clippers in contrast are a e11 prickle e12 of e21 hedgehogs e22 without a common goal","16"
"accidentally e11 acid e12 was dropped into the e21 pool e22","7"
"the standard soccer e11 ball e12 is made of synthetic e21 leather e22 usually polyurethane or polyvinyl chloride stitched around an inflated rubber or rubber - like bladder","13"
"the e11 artist e12 development e21 toolkit e22 is one of a series of interactive artist tookits","6"
"a us e11 aircraft e12 was dropped into a difficult e21 landing e22 in mali","0"
"the e11 cysts e12 are caused by chronic e21 inflammation e22 of the perichondrium with production of serous fluid between the perichondrium and cartilage","10"
"this barbell e11 toy e12 has an acrylic e21 ring e22 to rattle and lots of dots to tongue","12"
"some posters eg number 18 encouraged the population of areas near the front to evacuate thus avoiding the overcrowding and ensuing problems of food distribution and e11 disease e12 caused by the incoming e21 refugees e22","10"
"the e11 head e12 of the e21 team e22 has gathered a very dynamic and productive team","15"
"if a participant e11 complaint e12 is the source of an investigative e21 lead e22 interim contact with the participant should be made by the investigator","9"
"each warrior carries a sime or spatulate - shaped sword in a leather sheath and bears a bow and e11 quiver e12 of poisoned e21 arrows e22","18"
"even the fan e11 blades e12 inside the e21 engine e22 are designed to be quieter","11"
"the e11 violence e12 has been caused by the hutu e21 militia e22 who fled rwanda after the genocide in that country and who have been in hiding in the forest in congo","10"
"the e11 clock e12 struck twelve with a loud e21 chime e22 that made me jump","9"
"the first parcel he found was a e11 rouleau e12 of fifty e21 dollars e22 the coins not having burst the paper enveloping them","12"
"sam houghton a five - year old e11 boy e12 from buxton derbyshire patented an invention after coming up with an e21 idea e22 for a labour - saving broom to help his father sweep up leaves","4"
"the woman purchases raw milk from a local member of communities alliance for responsible eco - farming a self - regulating e11 cooperative e12 of raw milk e21 dairymen e22","16"
"this personal e11 alarm e12 combines two great deterrents to attack - a loud alarm and flashing e21 light e22","12"
"the rescue adoption room was filled with a e11 kindle e12 of e21 kittens e22","16"
"the e11 pages e12 of the e21 magazine e22 came to life at the metreon with gourmet food great sonoma valley wine and jamming music","11"
"e11 antacids e12 work by using a e21 base e22 to neutralize the acid","0"
"in wuthering heights by emily bronte the e11 author e12 uses e21 repetition e22 as a device to give us the full understanding of the characters","6"
"this is a homeopathic nasal e11 spray e12 which really helps e21 customers e22 keep their sinuses clear","5"
"the thing that most struck him however was the e11 rope e12 of the great alarm e21 bell e22 on the roof which hung down in a corner of the room on the right - hand side of the fireplace","11"
"ross noted that the e11 landscapes e12 he painted - typically e21 mountains e22 lakes snow and log cabin scenes - were strongly influenced by his years living in alaska where he was stationed for the majority of his air force career","0"
"the e11 acupressure e12 is a skill derived from the acupuncture and moxibusti e21 branch e22 of the chinese traditional medicine","13"
"the sichuan e11 pepper e12 i got was in a e21 jar e22 labeled prickly ash which is the name of the plant","17"
"e11 signs e12 placed at the flagpole island at the village square caused a e21 stir e22 on the linglestown forum on pennlive com","9"
"for the first time in more than 25 years captive - bred e11 black rhinos e12 have been released back into the e21 wild e22 in kenya","7"
"the views expressed in the e11 article e12 are from the e21 author e22 and are not shared by nestle","3"
"the lowest e11 rung e12 of society was composed of conquered e21 peoples e22 brought to tenochtitlan as slaves","16"
"the e11 letter e12 contains a description of the e21 demolition e22 of the old synagogue","1"
"a e11 clutter e12 of frightening e21 spiders e22 are seen still clinging to and covering their prey","16"
"the valuable e11 book e12 has arrived into my e21 care e22","0"
"i mixed up the ingredients and poured the e11 stuff e12 into the e21 ice cream maker e22","7"
"the final e11 programme e12 detailed the e21 history e22 of russborough house","1"
"lena basilone a cook at camp pendleton was in the hospital recovering from a severe kitchen e11 burn e12 after the e21 spilling e22 of scalding liquid on her feet","10"
"gross e11 revenues e12 from the e21 selling e22 of crude oil in 2003 reached us 11 508 billion or some 112 85 percent of the amount targeted in the 2003 state budget","10"
"whooping cough is another name for the pertussis an e11 infection e12 of the airways caused by the e21 bacteria e22 bordetella pertussis","10"
"extra - alveolar veins are contiguous and leaked e11 fluid e12 into periarterial e21 cuffs e22 in the rabbit lungs","7"
"we are a e11 petroleum e12 and petrochemical e21 company e22","0"
"the e11 users e12 are running into e21 problems e22 with the installer","0"
"the cross over is going to take away the e11 lows e12 from the e21 drivers e22 anyway","13"
"heartwater e11 disease e12 was imported into the major e21 cities e22","7"
"eventually the e11 path e12 went away from the e21 lake e22 into some gorse","0"
"the flames did not harm her so her e11 executioners e12 killed her with a e21 sword e22","6"
"the e11 judge e12 condemnatory e21 report e22 on israel actions in gaza has been dismissed as hopelessly one - sided by neutral observers","4"
"and it is why we are even prouder to announce that the appeal - thanks to the generosity of our readers - has raised 26 000 pounds despite the e11 hardship e12 that has been caused by the e21 recession e22","10"
"the e11 problems e12 are caused by buffer e21 overflows e22 when parsing an overly long parameter","10"
"from the duke himself he received his right spur and a magnificent eastern e11 sword e12 with golden hilt and shining e21 blade e22 inscribed with letters","12"
"so it was that in 1724 at the age of 17 a somewhat awkward refined young man took his place at the e11 mess e12 of e21 officers e22 much older wiser and harder than he","16"
"the rock n roll e11 business e12 is falling into e21 self - parody e22","0"
"in all versions of word the easiest way to review the e11 editor e12 e21 changes e22 is by displaying the reviewing toolbar","4"
"university guarantees that the e11 student e12 accesses the subjects with the proper e21 background e22","6"
"factories accommodated large - scale manufacture and assembly of aircraft e11 components e12 by unskilled e21 workers e22","3"
"brendel own admission of his limitations is laudable especially in light of the e11 clique e12 of idolatrous brendel e21 fans e22 which formed in the 1980s","16"
"a soldier brings e11 oranges e12 he got out from a e21 tank e22","13"
"the e11 liver e12 from the donor has been successfully transported into the e21 patient e22","7"
"in wire working the e11 artist e12 creates shapes using various sizes of e21 wire e22","6"
"a e11 handful e12 of e21 countries e22 blocked a legally binding deal on climate change in copenhagen and the talks process needs urgent reform to prevent something similar happening again","0"
"mouse rrna transcription e11 template e12 is injected into the e21 brain e22","7"
"rowan berry wine is a classic ancient method to form a e11 fruit e12 e21 wine e22 based on rowan berries","14"
"all e11 aspects e12 are indicated with colour light e21 signals e22","0"
"teetotallers zip over the causeway in the midst of a maze of sweaty congestion after a day pounding keyboards and missing deadlines barely noticing the e11 scoop e12 of e21 pelicans e22 floating by and the kangaroos that call the secluded area home","16"
"one of them was observing a e11 bask e12 of over 90 mugger e21 crocodiles e22 in the dried beds of buttuwa tank","16"
"it is the story of an amateur bird watcher who learns more about e11 ospreys e12 from the extant e21 literature e22","2"
"a sliding knife is a knife which is opened by sliding the e11 knife e12 e21 blade e22 out the front of the handle","12"
"the seville side had just fallen 2 - 1 behind at home to fellow relegation strugglers athletic bilbao when a e11 bottle e12 full of e21 liquid e22 flew out of the stands and struck visiting keeper armando ribeiro just below the right eye","18"
"categorical e11 data e12 were misplaced into the wrong e21 category e22","7"
"the e11 facades e12 of the e21 palace e22 consist of beautifully decorated wooden doors and windows and ventilations in addition to decorated gypsum motifs","11"
"the very famous elite agency chose among a e11 pleiad e12 of e21 beauties e22 the prizes winner of the contest elite model world","16"
"his e11 wife e12 has just completed the first e21 paper e22 of her graduate degree","4"
"he underlined the tiny e11 sacrifices e12 made by western e21 armies e22 in comparison with those of the red army","0"
"the kursk rbmk e11 reactor e12 was manufactured in a slurry - fed ceramic joule - heated glass e21 melter e22","13"
"one of the e11 types e12 of tissue that makes up e21 bone e22 is the mineralized osseous tissue also called bone tissue that gives it rigidity and a honeycomb - like three - dimensional internal structure","0"
"e11 discussion e12 ensued from the florida e21 contingent e22 on the fact that very stringent landowner protection laws in florida make it imperative that the highest supportable appraised vallue be offered first","10"
"about 1830 the new york mirror described the area as a loathsome e11 den e12 of e21 murderers e22 thieves abandoned women ruined children filth drunkenness and broils","0"
"captured the e11 corporal e12 escaped by jumping from a pow e21 train e22 headed towards germany","13"
"the film opened in america before christmas and the e11 critics e12 have given their e21 verdict e22","4"
"e11 cement e12 e21 mason e22 means a person who finishes all concrete construction such as floors walls ceilings sidewalks curbs and gutters","5"
"real robot experiments are carried out with a e11 swarm e12 of up to 40 alice miniature e21 robots e22 developed at the autonomous systems laboratory by gilles caprari","16"
"the e11 kids e12 illuminated them with a e21 candle e22","6"
"smith was referring to the fictional kazakhstani e11 character e12 created by the british e21 comedian e22","3"
"at the moment heavy snow e11 showers e12 are running into the northeastern e21 regions e22 of england","7"
"canned e11 peach e12 e21 syrup e22 was cooked for three minutes with a half - glass of raspberry jelly this for color and to give a peach - melba flavor","14"
"in early october anwar al - awlaki a radical e11 cleric e12 based in yemen posted a provocative e21 message e22 on his english - language web site","4"
"the victim of last night car accident donated his e11 organs e12 to several e21 patients e22 who have been waiting for donated organs","7"
"i sold a e11 gold e12 e21 ring e22 to another company online and they sent me a lousy check for 14 00","0"
"the dome of the museum rotunda is made from an actual brewing kettle and walking into it gives e11 visitors e12 the sense of being in a e21 kettle e22","0"
"the e11 report e12 informed about e21 casualties e22 in the area","1"
"the e11 battle e12 has been analysed in various e21 publications e22","2"
"the e11 shells e12 landed into different e21 areas e22 in mogadishu","7"
"erikson 1976 found that e11 people e12 from among a community who escaped an horrific e21 accident e22 had made little progress after two years","0"
"the present bright dry weather although cold is just what flock owners require and judging from the large number of lambs seen skipping about nibbling the tender shoots of the fresh green herbage the flocks of mr john cracknell mr geo walker and mr russell walker appear to have had a very satisfactory e11 fall e12 of good strong e21 lambs e22","16"
"the camp is more rugged than a hotel but comes with a great lake view and the e11 comradeship e12 of fellow chemistry e21 teachers e22","0"
"i asked the something awful forum goons to create e11 products e12 from the e21 future e22 and by golly they did","13"
"freedman makes a thorough appraisal of the e11 statistical methods e12 in these e21 papers e22 and in a variety of other examples","2"
"we have all seen videos showing a e11 yoke e12 of e21 oxen e22 plowing a rice paddy or hauling a dray","16"
"the e11 programme e12 begins with the uwi venture e21 competition e22 which is opened to final year undergraduate students graduate students and researchers at the uwi","12"
"he was the author of a e11 chronicle e12 narrating the e21 fortunes e22 of the monastery","1"
"it utilized a critical eye and free e11 inquiry e12 into the e21 conditions e22 of life and issues of morality","0"
"so president obama administration was ushered in with a new chamber music e11 work e12 by a living american e21 composer e22","3"
"she poured e11 flour e12 into a pretend e21 dragon e22 with a tube","7"
"a survey made for the statistical e11 society e12 of the various sunday e21 schools e22 in manchester and salford in 1836 returned the number of catholic schools as ten with an attendance of 4295 scholars","16"
"we do have a fledgling e11 population e12 of e21 cosmopolites e22 living the good life almost without cars","16"
"the e11 queen e12 was put inside her cage which was then placed in the e21 box e22 with a bunch of worker bees four days ago","7"
"a large e11 diagram e12 illustrated the e21 principle e22 of this apparatus","1"
"top stealth - plane e11 experts e12 have re - created a radical nearly forgotten nazi e21 aircraft e22","4"
"the relying e11 website e12 then forms a relationship using a shared e21 secret e22 with help of diffie - hellman encryption key exchange to make sure information is not compromised in transit","6"
"the e11 litho e12 was enclosed in e21 plastic e22 and is like new","17"
"the old e11 man e12 went into diabetic e21 coma e22","0"
"archaeologists have located the tomb and have inserted e11 probes e12 deep into the e21 tomb e22","7"
"the e11 puppy e12 was born in a e21 barn e22 where layla made a soft bed out of hay in an empty horse stall","13"
"we find the e11 candle e12 e21 light e22 creates a special atmosphere not only for food but ambiance for a relaxing convivial meal as well","9"
"secretly she has been donating 10 of her e11 income e12 to local a e21 orphanage e22 every month","7"
"a variety of e11 companies e12 manufacture bopet and other polyester e21 films e22 under different trade names","4"
"a e11 person e12 was release from their e21 vehicle e22 before emergency services arrived just after 9am this morning","13"
"he used his finger on the e11 stick e12 of the e21 toothpick e22 for a trial balance","11"
"symptoms vary according to the degree of e11 inflammation e12 caused by the e21 bacteria e22 ranging from slightly loose stools to bloody diarrhea abdominal pain and fever","10"
"a newborn e11 baby e12 was found stuffed in a e21 shoebox e22 and dumped in the lobby of a long island apartment building","17"
"the more common double e11 horn e12 has a fourth e21 valve e22 usually operated by the thumb which routes the air to one set of tubing tuned to f or the second set of tubing tuned to b","12"
"three people who are on the verge of giving up life - - a e11 gangster e12 in trouble with his e21 gang e22 a doctor who has lost his family and a woman with a terminal disease - - all meet up by coincidence","15"
"high e11 winds e12 caused delays and e21 cancellations e22 of some state ferries","9"
"the front e11 wheels e12 are making a e21 grinding noise e22","9"
"williams syndrome : a genetic e11 disorder e12 that results in selective cognitive e21 impairment e22","9"
"a chowchilla man is behind bars after a pipe e11 bomb e12 was discovered inside a mobile e21 home e22","0"
"the e11 symbol e12 denotes e21 concatenation e22","0"
"this simple e11 script e12 uses the dbi e21 module e22 in order to connect to a mysql database retrieves the results from a select query and display the results","6"
"in the open air of the sanz hotel amid the music of the fountain and the e11 glint e12 of the e21 goldfish e22 i almost forgot my nationality and imagined myself a great spanish grandee residing in an ancient spanish mansion and no doubt unconsciously adopted something of the stately walk and conversation suited to the part","0"
"on the way back the e11 train e12 departed from e21 station e22 zilupe at 08 : 07 and arrived in riga passenger station at 12 : 05","13"
"after receiving parental permission for the project e11 students e12 treated the chickens with a e21 mixture e22 of salt and baking powder","6"
"this is a very useful e11 volume e12 for anyone interested in the e21 religious e22 in nineteenth and twentieth - century american literature","1"
"a e11 wedge e12 of canada e21 geese e22 passed overhead already fleeing from winter but for the moment it was summer still","16"
"a e11 ceramist e12 bakes the porcelain in a tin e21 foil e22 and further heats it by placing it an oven","6"
"i was lucky enough to see with my own eyes the recent stock - market crash where they lost several million dollars a e11 rabble e12 of dead e21 money e22 that went sliding off into the sea","0"
"the e11 old cars e12 is migrating into the new e21 residents properties e22 together with the residents","7"
"and the economic e11 crisis e12 was generated due to the sub - prime mortgage e21 mess e22 brought about through government intervention in the market to promote progressive ideals ie extending loans to low - income borrowers","10"
"a specific e11 legacy e12 has relation to the e21 time e22 of making the will","0"
"by the late 1980s however the bank was caught up in the debt e11 crisis e12 in the developing world caused by the e21 recession e22 and the dramatic rise in interest rates","10"
"the aim of this e11 study e12 was the e21 measurement e22 of the intensity and circumstances of drug use","0"
"the e11 story e12 of the pilot episode is related through a series of e21 flashbacks e22","12"
"the e11 barn e12 on her dad e21 farm e22 that he cultivated from 1963 until the mid - 1990s was restored","11"
"the risks to housing and general corporate e11 profits e12 from e21 inflation e22 were quite clear and the defensive strategy over the long term has paid dividends","10"
"the e11 poem e12 explores the inevitable e21 need e22 to make choices","1"
"the e11 train e12 started to its e21 destination e22","7"
"goto com was an idealab e11 spin - off e12 created by the e21 scientist e22 and was the first company to successfully provide a pay - for - placement search service","3"
"there is relatively little e11 discomfort e12 from this e21 surgery e22 and most individuals rarely take more than tylenol for their discomfort","10"
"his ninth novel the echo maker starts with a e11 siege e12 of sandhill e21 cranes e22 a one - vehicle highway accident and a mystery","16"
"e11 fats e12 from meat and dairy cause heart e21 disease e22 the leading killer of people with diabetes","9"
"the e11 energy e12 originates from an external e21 source e22 of light which is absorbed and almost immediately emitted","13"
"maddie e11 parents e12 killed her with sleeping e21 pills e22","6"
"the e11 writer e12 principal e21 work e22 during the years following pushkin death was the satirical epic dead souls","4"
"my animation e11 assignment e12 from last e21 term e22 made everyone smile","13"
"after e11 runners e12 carried the torch through the e21 streets e22 of north platte the torch was again handed off to a pony express rider who continued down the trail","0"
"the e11 contortions e12 are caused by gravitational e21 interactions e22 with the small satellites prometheus and pandora","10"
"extensive references to scientific literature form an important part of each monograph and over 1800 new e11 citations e12 appear in the e21 book e22","11"
"first we put baking soda in a balloon then we attached the balloon to the top of a e11 bottle e12 with e21 vinegar e22 in it","18"
"e11 beer e12 is produced by the brewing and fermentation of e21 starches e22","13"
"california e11 law e12 consists of 29 e21 codes e22 covering various subject areas the state constitution and statutes","12"
"this winter season e11 bird flu e12 has been carried into the e21 country e22 quickly","7"
"e11 teachers e12 systematically engage students in such higher order cognitive skills as analysis and synthesis of data by using e21 statistics e22","6"
"the female bees of most species feed on the e11 nectar e12 secreted by many e21 plants e22","3"
"the e11 newspaper e12 was reporting e21 news e22 from macedonia from that period","1"
"most of the e11 essays e12 originated in writing e21 workshops e22 run by the literary magazine tin house","13"
"one aspect of the media e11 presentation e12 is the e21 status e22 attributed to claims - makers on either side of the issue","1"
"in future britain charismatic delinquent alex delarge is jailed and later volunteers for an experimental aversion e11 therapy e12 developed by the e21 government e22 in an effort to solve society crime problem","0"
"the e11 drawer e12 contained a e21 phial e22 of some tincture a paper of some salt and a record of a series of experiments","18"
"the e11 farm e12 had many acres with a number of e21 buildings e22 dedicated to a variety of goodies from produce fruits baker goods and specialty items depending on the season","12"
"missouri experienced growth in e11 swine e12 e21 herd e22 from 1990 to 2000 as did four nearby states iowa oklahoma kansas and texas","15"
"extremely dangerous e11 blizzards e12 have moved into the midwest e21 region e22","7"
"the company sent floral e11 bouquets e12 to a e21 city e22 in ireland","7"
"and after waiting two days i finally decide to send an e11 email e12 to inquire about my car e21 reservation e22 and i explained my trouble","1"
"this e11 smile e12 a true reflection of god tenderness is the source of an invincible e21 hope e22","9"
"it is a e11 fish e12 with e21 lungs e22 and it can survive on land for brief periods","12"
"the e11 earthquake e12 caused a bulrush e21 marsh e22 at west point on the puget sound shore in seattle to drop and the tsunami deposited sand on top of the marsh","9"
"the greatest e11 amazement e12 was caused by the e21 floats e22","10"
"the e11 input e12 e21 queue e22 is used for processing events from an mfg pro application to a websphere - connected application","0"
"for safety reasons he loads and unloads his bike from the e11 curbside e12 of the e21 bus e22","11"
"the e11 signatures e12 were fetched into the e21 cache e22 together with the instructions","7"
"her e11 speeches e12 have special reference to environmental e21 policy e22","1"
"this incident was an incursion of illegal e11 aliens e12 from outer e21 space e22 and not american military high - tech black project flying objects","13"
"treatment of cardiovascular e11 collapse e12 from caffeine e21 overdose e22 with lidocaine phenylephrine and hemodialysis","10"
"they weave fine cloth and they use the e11 down e12 of e21 water - sheep e22 in making it ; it is called hai - hsi - pu cloth from the west of the sea","13"
"bizarrely enough i was just looking at our e11 homepage e12 from ten e21 years e22 ago","13"
"this month the e11 commissioner e12 travels to several remote e21 nations e22","7"
"it covers the e11 basic concepts e12 in a clean and slick e21 tutorial e22","2"
"these efforts of the crossbow - makers to decrease the friction of the e11 bolt e12 of the e21 crossbow e22 against the stock as the bolt was driven forward by the bow - string are traced in all mediaeval crossbows","5"
"us forces fared so well that macarthur gained truman permission to attempt a total e11 rout e12 of communist e21 forces e22","0"
"breuer chairs a e11 phalanx e12 of high - flying e21 artists e22 in a family saga","16"
"a e11 computer e12 was stolen from a e21 church office e22 sometime monday or tuesday in the 1500 block of cr 144 brazoria county","13"
"and the e11 beer e12 was in a e21 mug e22 and full to the brim","17"
"the e11 strategy e12 covers the period to 2016 with a strong e21 focus e22 on 2010","0"
"a number of scientific e11 criticisms e12 of duesberg hypothesis were summarised in a review e21 article e22 in the journal science in 1994","2"
"to cover all areas i have included coffee pot and e11 cups e12 in a neat e21 stack e22 on the table so that the meal has both a beginning and an end feel to it","15"
"both novel and e11 film e12 insist upon the e21 necessity e22 of the past in defining who we are and how we will live in the present","1"
"the e11 book e12 comprises ten e21 chapters e22","12"
"to date all e11 outbreaks e12 of the highly pathogenic form of avian influenza have been caused by e21 viruses e22 of the h5 and h7 subtypes","10"
"on march 29 1984 in the middle of the night a e11 convoy e12 of moving e21 vans e22 left the colts headquarters headed for indianapolis","16"
"it shows a e11 sailor e12 with a e21 list e22 of crossed - out ex - girlfriend names going down his arm","12"
"it is in the hours of darkness that the e11 plant e12 builds up the e21 oxidase e22 that is to call out the signal that the flower has run its full course","4"
"to put it discretely she described the sensation in her knees as that of being forcibly violated by a e11 prickle e12 of e21 porcupines e22","16"
"the e11 factory e12 produced british military e21 rifles e22 muskets and swords from 1816","4"
"china feed e11 industry e12 has entered into its mature e21 period e22","7"
"nuevomexicano e11 culture e12 is rooted in an indigenous e21 past e22","13"
"wes anderson has made one classic comedy the royal tenenbaums fueled by the e11 tension e12 from the characters e21 longings e22 to burst out of the trappings in which they are framed","10"
"recently the efcc succeeded in arresting a e11 syndicate e12 of internet e21 fraudsters e22 with the following identity badiru abidemi adeyinka","16"
"i have e11 abuse e12 originating from my e21 server e22","13"
"kotter most significant and controversial e11 work e12 however has been on the subject of e21 leadership e22","1"
"it is found that the e11 polysilicon e12 grows from an initial e21 step e22 of the deposition","0"
"a chinese firms poured e11 millions e12 into the e21 country e22","7"
"i also received one e11 stand e12 of choice e21 bees e22 and about 100 in cash","16"
"the e11 pain e12 was radiating from the right e21 buttock e22 to the knee joint","13"
"the reconstitution of e11 boards e12 of e21 governors e22 takes place every 4 years and the current term of boards of governors is due to end on 30 june 2009 for controlled and maintained schools","16"
"snails and e11 slugs e12 cause e21 holes e22 in the leaves of young plants and can chew right through the stems of newly planted seedlings","4"
"a family living at calabogie ontario was digging their new potatoes and came upon a different e11 clutch e12 of e21 eggs e22","16"
"now your earlobe can never escape because this brass knuckle stud is attached to a chain attached to a cuff that affixes to the e11 helix e12 of the e21 ear e22","11"
"he draged the nail on the head of the snake and then clicked the e11 switch e12 of the e21 tape recorder e22","11"
"in general the greatest hypocalcemic effect was achieved by those liposomal e11 preparations e12 that resulted in the most sustained e21 increase e22 of l - hct and f - hct in plasma","9"
"the e11 kit e12 was in a e21 box e22 that measured about 18x11x3 5 inches","17"
"doj released a e11 probe e12 into siegelman e21 prosecution e22","7"
"a e11 model e12 for a summer house by the e21 carpenter e22 and architect william thornton was approved by sir abstrupus in 1700","3"
"a short introductory e11 chapter e12 furnishes the e21 background information e22","1"
"the e11 applet e12 requires a e21 browser e22 that supports jdk 1 1 5 or above","0"
"tasheki was taking photographs at the encounter site when a bullet hit his e11 jaw e12 e21 bone e22","12"
"the 2001 debut e11 album e12 by the new york e21 band e22 was voted top of the pile by a panel of musicians producers writers and record label bosses","3"
"planetcad offers the best e11 tools e12 for e21 engineers e22 and now the whole industry is following","5"
"cloud loss behaviour in pasteurized e11 apricot e12 e21 nectar e22 was found to be different from that of other fruit juices","14"
"a very small e11 pile e12 of soft green hay was in a e21 bin e22 in a corner of their downstairs room","17"
"among them are the 2 000 or so e11 workers e12 who still make diesel e21 engines e22 for ford on a site that employed more than 50 000 in the 1950s","4"
"this paper describes a e11 set e12 of e21 principles e22 designed to help archives position themselves to address the management of current records","16"
"e11 poverty e12 is caused by e21 overpopulation e22","10"
"this new improved active piezoelectric e11 hydrophone e12 is made with shielded clear waterproof e21 cable e22 and a copper acoustic chamber coated in non - toxic durable black rubber","0"
"the waiter returns with a e11 bottle e12 full of e21 wine e22 pours a small amount in the glass for tasting","18"
"the oil e11 paintings e12 shown at the e21 exhibition e22 were of exceptionally high quality","11"
"the economic e11 setbacks e12 of 1893 had created e21 unemployment e22 and poverty which caused migration in search of new opportunities","9"
"the e11 soot e12 has been blown down into the e21 fireplace e22","7"
"at this time the e11 farm e12 had three e21 horses e22 and a small tractor","0"
"the e11 goose e12 was released into the e21 wild e22","7"
"the original e11 play e12 was filled with very topical e21 humor e22 so the director felt free to add current topical humor to the script","12"
"we are determined to pursue the e11 conquest e12 of evil with the e21 good e22","0"
"authentic e11 people e12 knowing their place in the world fulfill it with e21 joy e22 and attention","0"
"e11 unificationists e12 sees kingdom coming with the help of the new e21 president e22","0"
"more important these changes improved the e11 users e12 experience of the e21 software e22","6"
"the e11 software e12 caused a pretty good e21 drain e22 on the cpu for some reason","9"
"when shown the location of the drugs the investigators noted that the e11 drugs e12 were in a e21 box e22 in a closet and were not stored in a securely locked substantially constructed cabinet as required","17"
"the national e11 prize e12 was awarded to lionacleit fashion e21 pupils e22","7"
"the e11 harm e12 has been caused by the invitation e21 system e22","10"
"while most of the experimental literature focuses on individual contributions many real - world problems involve the e11 formation e12 of e21 coalitions e22","0"
"the e11 method e12 uses histologic e21 techniques e22 for processing and thus offers one major advantage","6"
"his e11 body e12 was inside a e21 cupboard e22 in the jumeirah carlton tower hotel in upmarket knightsbridge","17"
"alfred nobel created his e11 fortune e12 from the e21 selling e22 of explosives that utilized nitroglycerin","10"
"the e11 crane e12 e21 arm e22 raises swivels and extends to a maximum length of 11 inches just like our own poe ghostal","12"
"proper washing and skin care can help to remove e11 bacteria e12 and oils which cause e21 acne e22","9"
"the e11 launch e12 has been rescheduled to e21 next month e22 due to bad weather","7"
"e11 employees e12 are the most important part of an e21 organisation e22","15"
"the coalition sprang up after the tories released an economic e11 statement e12 lambasted by the opposition e21 parties e22","0"
"all of their products are the direct result of extensive research and development and produce a varied e11 array e12 of spectral e21 colors e22 enabling you to sound your best","16"
"the e11 system e12 combined the hierarchical e21 structure e22 of decision trees with a clean probabilistic semantics","0"
"the e11 lack e12 of stability caused a strong e21 reliance e22 on the colonizers","9"
"a e11 child e12 has been placed into foster e21 care e22","0"
"in the mechanical department the course includes a variety of previously published e11 studies e12 having relation to applied e21 mechanics e22 the art of construction and mechanical drawing","1"
"there are many theories and e11 thoughts e12 about the e21 effects e22 of the moon on people animals and the natural world","1"
"when the e11 arm e12 of the e21 patient e22 is meticulously placed at the right atrium level in both positions the difference is even greater than when the arm rests on the desk or on the arm support of the chair","11"
"he has added his e11 cousin e12 into his e21 portfolio e22","7"
"since then millions of e11 dollars e12 have gone into e21 reconstructions e22 for victims of tsunami in 2004","0"
"just 18 months ago the new york times magazine ran a cover story depicting progressive bloggers as a e11 band e12 of unkempt e21 outsiders e22","16"
"the e11 functionality e12 is moved into a separate e21 database e22","7"
"its e11 progenitor e12 made his e21 name e22 with a wonderful non - fiction account of policing in baltimore called homicide","0"
"it contains a e11 chapter e12 giving an introduction to compression e21 algorithms e22","1"
"one e11 flyer e12 was inside a e21 box e22 of cracker jacks at a hughes market","17"
"petitions against the annexation were signed by between one half and two - thirds of a total e11 population e12 of some 8000 e21 burghers e22","16"
"the e11 eruptions e12 are caused by e21 tectonic forces e22 or by the compaction of sediments at the deltas of large rivers such as the mississippi","10"
"appellant only challenge to the application of the plain view doctrine is that because the e11 marijuana e12 was in a e21 jar e22 in the freezer compartment it was not in plain view","17"
"the e11 tortoise e12 that had been picked up the night before was in a e21 box e22","17"
"the e11 generator e12 powered a nearby aluminium e21 factory e22 considered vital to the german war effort","5"
